,Descripción,Unidad,Precio,$,Tipo
833,"PZA
296.61
$
MANGUERA C-INC.NITRILO  1.1/2"" X 30 MTS. A-BRONCE 250 PSI. UL",,,,"PZA
296.61
$
MANGUERA C-INC.NITRILO  1.1/2"" X 30 MTS. A-BRONCE 250 PSI. UL"
834,"PZA
423.73
$
MANGUERA C-INC.NITRILO  2.1/2"" X 30 MTS. A-BRONCE 250 PSI. UL",,,,"PZA
423.73
$
MANGUERA C-INC.NITRILO  2.1/2"" X 30 MTS. A-BRONCE 250 PSI. UL"
835,No inclue flete. No incluye IGV.,,,,No inclue flete. No incluye IGV.
836,TUBO COBRE TIPO M,,,,No inclue flete. No incluye IGV.
837,"PZA
28.3
$
TUBO COBRE TIPO M  1/2"" D.N. - 5/8"" D.EXT. X 6.00M",,,,No inclue flete. No incluye IGV.
838,"PZA
46
$
TUBO COBRE TIPO M  3/4"" D.N. - 7/8"" D.EXT. X 6.00M",,,,No inclue flete. No incluye IGV.
839,TUBO COBRE TIPO L,,,,No inclue flete. No incluye IGV.
840,"PZA
36
$
TUBO COBRE TIPO L  1/2"" D.N. - 5/8"" D.EXT. X 6.00M",,,,No inclue flete. No incluye IGV.
841,"PZA
57
$
TUBO COBRE TIPO L  3/4"" D.N. - 7/8"" D.EXT. X 6.00M",,,,No inclue flete. No incluye IGV.
842,"PZA
85
$
TUBO COBRE TIPO L  1"" D.N. - 1 1/8"" D.EXT. X 6.00M",,,,No inclue flete. No incluye IGV.
843,"PZA
116
$
TUBO COBRE TIPO L  1 1/4"" D.N. - 1 3/8"" D.EXT. X 6.00M",,,,No inclue flete. No incluye IGV.
844,"PZA
158
$
TUBO COBRE TIPO L  1 1/2"" D.N. - 1 5/8"" D.EXT. X 6.00M",,,,No inclue flete. No incluye IGV.
845,"PZA
232
$
TUBO COBRE TIPO L  2"" D.N. - 2 1/8"" D.EXT. X 6.00M",,,,No inclue flete. No incluye IGV.
846,TUBO COBRE TIPO K,,,,No inclue flete. No incluye IGV.
847,"PZA
48
$
TUBO COBRE TIPO K  1/2"" D.N. - 5/8"" D.EXT. X 6.00M",,,,No inclue flete. No incluye IGV.
848,"PZA
90
$
TUBO COBRE TIPO K  3/4"" D.N. - 7/8"" D.EXT. X 6.00M",,,,No inclue flete. No incluye IGV.
849,"PZA
112
$
TUBO COBRE TIPO K  1"" D.N. - 1 1/8"" D.EXT. X 6.00M",,,,No inclue flete. No incluye IGV.
850,"PZA
140
$
TUBO COBRE TIPO K  1 1/4"" D.N. - 1 3/8"" D.EXT. X 6.00M",,,,No inclue flete. No incluye IGV.
851,"PZA
200
$
TUBO COBRE TIPO K  1 1/2"" D.N. - 1 5/8"" D.EXT. X 6.00M",,,,No inclue flete. No incluye IGV.
852,"PZA
298
$
TUBO COBRE TIPO K  2"" D.N. - 2 1/8"" D.EXT. X 6.00M",,,,No inclue flete. No incluye IGV.
853,No incluye IGV.,,,,No inclue flete. No incluye IGV.
854,ELECTROBOMBAS TRIFASICA-MONOFASICA MARCA SCHNEIDER,,,,ELECTROBOMBAS TRIFASICA-MONOFASICA MARCA SCHNEIDER
855,"BOMBA CENTRIF TRIF 60HZ 1HP MOD BC 92 SK,SUCCION 
1"",DESCARGA 1"".",UND,"1192,8",,ELECTROBOMBAS TRIFASICA-MONOFASICA MARCA SCHNEIDER
856,"BOMBA CENTRIF TRIF 60HZ 1.5HP MOD BC 92 SHA,SUCCION 
1.1/2""-DESCARGA 1.1/4"".",UND,"1064,83",,ELECTROBOMBAS TRIFASICA-MONOFASICA MARCA SCHNEIDER
857,"BOMBA CENTRIF TRIF 60HZ 1.5HP MOD BC 92 SAV,SUCCION 
3/4""-DESCARGA 3/4"".",UND,"1254,24",,ELECTROBOMBAS TRIFASICA-MONOFASICA MARCA SCHNEIDER
858,"BOMBA CENTRIF TRIF 60HZ 4HP MOD BPI-21R 2.1/2,SUCCION 
2.1/2"",DESCARGA 2.1/2""",UND,"2785,59",,ELECTROBOMBAS TRIFASICA-MONOFASICA MARCA SCHNEIDER
859,"BOMBA CENTRIF TRIF 60HZ 2HP MOD BC 92 SHA,SUCCION 
1.1/2""-DESCARGA 1.1/4""",UND,"1169,49",,ELECTROBOMBAS TRIFASICA-MONOFASICA MARCA SCHNEIDER
860,"BOMBA CENTRIF TRIF 60HZ 3HP MOD BC 92 SGA,SUCCION 
1.1/4""-DESCARGA 1"".",UND,"1378,81",,ELECTROBOMBAS TRIFASICA-MONOFASICA MARCA SCHNEIDER
861,"BOMBA CENTRIF TRIF 60HZ 3HP MOD BC 92 SGB,SUCCION 
1.1/4""-DESCARGA 1""",UND,"1376,27",,ELECTROBOMBAS TRIFASICA-MONOFASICA MARCA SCHNEIDER
862,"BOMBA CENTRIF TRIF 60HZ 3HP MOD BC 92 SHA,SUCCION 
1.1/2""-DESCARGA 1.1/4""",UND,"1754,24",,ELECTROBOMBAS TRIFASICA-MONOFASICA MARCA SCHNEIDER
863,"BOMBA CENTRIF TRIF 60HZ 3HP MOD BC 92 SHB,SUCCION 
1.1/2""-DESCARGA 1.1/4"".",UND,"1751,27",,ELECTROBOMBAS TRIFASICA-MONOFASICA MARCA SCHNEIDER
864,"BOMBA CENTRIF TRIF 60HZ 3HP MOD BC 92 SAV,SUCCION 
3/4""-DESCARGA 3/4""",UND,"1714,41",,ELECTROBOMBAS TRIFASICA-MONOFASICA MARCA SCHNEIDER
865,"BOMBA CENTRIF TRIF 60HZ 5HP MOD BC-21R 2,SUCCION 
2.1/2""-DESCARGA 2""",UND,"3139,83",,ELECTROBOMBAS TRIFASICA-MONOFASICA MARCA SCHNEIDER
866,"BOMBA CENTRIF TRIF 60HZ 5HP MOD BC-21R 2.1/2,SUCCION 
3""-DESCARGA 2.1/2""",UND,"3300,85",,ELECTROBOMBAS TRIFASICA-MONOFASICA MARCA SCHNEIDER
867,"BOMBA CENTRIF TRIF 60HZ 5HP MOD BC-22R 1A,SUCCION 
1.1/4""-DESCARGA 1""",UND,"3169,49",,ELECTROBOMBAS TRIFASICA-MONOFASICA MARCA SCHNEIDER
868,"BOMBA CENTRIF TRIF 60HZ 7.5HP MOD BC-22R 1.1/2,SUCCION 
2"",DESCARGA 1.1/2""",UND,"3941,95",,ELECTROBOMBAS TRIFASICA-MONOFASICA MARCA SCHNEIDER
869,ADOQUINES,,,,ADOQUINES
870,ADOQUIN DE CONCRETO 10X20X4.0CM NATURAL,M2,"23,5",,ADOQUINES
871,ADOQUIN DE CONCRETO 10X20X4.0CM ROJO,M2,"27,7",,ADOQUINES
872,ADOQUIN DE CONCRETO 10X20X4.0CM AMARRILLO,M2,"25,7",,ADOQUINES
873,ADOQUIN DE CONCRETO 10X20X4.0CM NEGRO,M2,"27,9",,ADOQUINES
874,ADOQUIN DE CONCRETO 10X20X6.0CM NATURAL,M2,"27,3",,ADOQUINES
875,ADOQUIN DE CONCRETO 10X20X6.0CM ROJO,M2,"34,1",,ADOQUINES
876,ADOQUIN DE CONCRETO 10X20X6.0CM AMARRILLO,M2,"31,2",,ADOQUINES
877,ADOQUIN DE CONCRETO 10X20X6.0CM NEGRO,M2,"34,3",,ADOQUINES
878,ADOQUIN DE CONCRETO 10X20X8.0CM NATURAL,M2,"31,5",,ADOQUINES
879,ADOQUIN DE CONCRETO 10X20X8.0CM ROJO,M2,"39,5",,ADOQUINES
880,ADOQUIN DE CONCRETO 10X20X8.0CM AMARRILLO,M2,"36,8",,ADOQUINES
881,ADOQUIN DE CONCRETO 10X20X8.0CM NEGRO,M2,"39,7",,ADOQUINES
882,PREFABRICADO DE CONCRETO,,,,PREFABRICADO DE CONCRETO
883,CAJA POZO A TIERRA,UND,17,,PREFABRICADO DE CONCRETO
884,DUCTO DE 4 VIAS X 90MM X 1.00M,UND,"22,5",,PREFABRICADO DE CONCRETO
885,DUCTO DE 2 VIAS X 90MM X 1.00M,UND,17,,PREFABRICADO DE CONCRETO
886,"DUCTO DE 2 VIAS X 4"" X 1,00M",UND,21,,PREFABRICADO DE CONCRETO
887,"DUCTO DE 1 VIA X 4"" X 1.00M",UND,17,,PREFABRICADO DE CONCRETO
888,"CAJA DE REGISTRO DESAGUE C/TAPA 6"" (4PZA)",JGO,55,,PREFABRICADO DE CONCRETO
889,"CAJA DE REGISTRO DESAGUE C/TAPA 4"" (3PZA)",JGO,50,,PREFABRICADO DE CONCRETO
890,CAJA DE REGISTRO DESAGUE DE 60X60CM C/TAPA,JGO,140,,PREFABRICADO DE CONCRETO
891,"CAJA P/MEDIDOR DE AGUA 1/2"" Y 3/4"" C/SOLADO",JGO,16,,PREFABRICADO DE CONCRETO
892,"CAJA P/MEDIDOR DE AGUA 1""",JGO,18,,PREFABRICADO DE CONCRETO
893,TAPAS DE BUZON D=0.65M,UND,70,,PREFABRICADO DE CONCRETO
894,MARCO F°F° PARA TAPA DE BUZON,PZA,210,,PREFABRICADO DE CONCRETO
895,TOPE  LLANTAS 1.80X0.12X0.15M,UND,45,,PREFABRICADO DE CONCRETO
896,TOPE  LLANTAS 0.50X0.12X0.15M,UND,25,,PREFABRICADO DE CONCRETO
897,POSTE PARA CERCO P.QUEBRADA X 3.00M,UND,65,,PREFABRICADO DE CONCRETO
898,POSTE PARA CERCO P.RECTO X 3.00M,UND,60,,PREFABRICADO DE CONCRETO
899,SARDINEL 0.20X0.50X0.80M,UND,28,,PREFABRICADO DE CONCRETO
900,SARDINEL 0.20X0.40X0.80M,UND,25,,PREFABRICADO DE CONCRETO
901,SARDINEL 0.15X0.35X0.80M,UND,22,,PREFABRICADO DE CONCRETO
902,"CERCO TIPO ""UNI"" DE 0.28 X 0.15 X 2.40M",UND,"162,5",,PREFABRICADO DE CONCRETO
903,CERCO TIPO PANEL TEXTURADO LADRILLO O LISO - H=3.00M,UND,90,,PREFABRICADO DE CONCRETO
904,CERCO TIPO PANEL TEXTURADO LADRILLO O LISO - H=2.50M,UND,80,,PREFABRICADO DE CONCRETO
905,CERCO TIPO PANEL TEXTURADO LADRILLO O LISO - H=2.00M,UND,70,,PREFABRICADO DE CONCRETO
906,BUZON DE DESAGUE TIPO I - D=1.20 H=1.20M,JGO,1300,,PREFABRICADO DE CONCRETO
907,BUZON DE DESAGUE TIPO II - D=1.50 H=3.00M,JGO,3303,,PREFABRICADO DE CONCRETO
908,CAMARA DE PASO ELECTRICO 1.00 X 1.00 X 1.00M E=0.15M,JGO,1350,,PREFABRICADO DE CONCRETO
909,CAJA DE PASO 0.30X0.30X0.60M C/TAPA CR,JGO,150,,PREFABRICADO DE CONCRETO
910,CAJA DE PASO 0.40X0.40X0.75M C/TAPA CR,JGO,200,,PREFABRICADO DE CONCRETO
911,"UND
42,37
PITON DE POLICARBONATO 1½""",,,,"UND
42,37
PITON DE POLICARBONATO 1½"""
912,VALVULA TIPO MARIPOSA RANURADA,,,,VALVULA TIPO MARIPOSA RANURADA
913,VALVULA MARIPOSA RANURADA CON PALANCA DE 2 ½”,PZA,"103,81",,VALVULA TIPO MARIPOSA RANURADA
914,VALVULA MARIPOSA RANURADA CON TIMON DE 2 ½”,PZA,"103,81",,VALVULA TIPO MARIPOSA RANURADA
915,"VALVULA MARIPOSA RANURADA CON TIMON DE 3""",PZA,"243,22",,VALVULA TIPO MARIPOSA RANURADA
916,"VALVULA MARIPOSA RANURADA CON PALANCA DE 4""",PZA,"271,19",,VALVULA TIPO MARIPOSA RANURADA
917,"VALVULA MARIPOSA RANURADA CON TIMON DE 4""",PZA,"111,86",,VALVULA TIPO MARIPOSA RANURADA
918,"VALVULA MARIPOSA RANURADA CON TIMON DE 6""",PZA,600,,VALVULA TIPO MARIPOSA RANURADA
919,"VALVULA MARIPOSA RANURADA CON TIMON DE 2""",PZA,"243,22",,VALVULA TIPO MARIPOSA RANURADA
920,VALVULA TIPO CHECK-RANURA,,,,VALVULA TIPO CHECK-RANURA
921,"VALVULA CHECK RANURA-RANURA DE 2""",PZA,"194,92",,VALVULA TIPO CHECK-RANURA
922,"VALVULA CHECK RANURA-RANURA DE 2 ½""",PZA,"233,9",,VALVULA TIPO CHECK-RANURA
923,"VALVULA CHECK MACHO-HEMBRA DE 2""",PZA,"194,92",,VALVULA TIPO CHECK-RANURA
924,"VALVULA CHECK MACHO-HEMBRA DE 2 ½""",PZA,"235,59",,VALVULA TIPO CHECK-RANURA
925,"VALVULA CHECK MACHO-HEMBRA DE 3""",PZA,"331,36",,VALVULA TIPO CHECK-RANURA
926,"VALVULA CHECK RANURA-RANURA DE 3""",PZA,"331,36",,VALVULA TIPO CHECK-RANURA
927,"VALVULA FIRE CHECK RANURADA-UL DE 4""",PZA,"363,56",,VALVULA TIPO CHECK-RANURA
928,VALVULA TIPO ANGULAR,,,,VALVULA TIPO ANGULAR
929,"PZA
166,78
VALVULA ANGULAR BRONCE  UL DE 1 ½""",,,,"PZA
166,78
VALVULA ANGULAR BRONCE  UL DE 1 ½"""
930,"PZA
277,97
VALVULA ANGULAR BRONCE UL DE  2 ½""",,,,"PZA
277,97
VALVULA ANGULAR BRONCE UL DE  2 ½"""
931,"PZA
55,59
TAPA HEMBRA CON CADENA PARA ANGULARES",,,,"PZA
55,59
TAPA HEMBRA CON CADENA PARA ANGULARES"
932,VALVULA TIPO SIAMESA,,,,VALVULA TIPO SIAMESA
933,"VALVULA SIAMESA  BRONCE UL/FM TIPO POSTE + TAPAS CON CADENA 
DE 4"" X 2 ½"" X 2 ½""",PZA,"342,58",,VALVULA TIPO SIAMESA
